filepath,label
data/raw\street\6971.jpg,street
data/raw\mountain\1309.jpg,mountain
data/raw\glacier\15613.jpg,glacier
data/raw\mountain\3857.jpg,mountain
data/raw\sea\1619.jpg,sea
data/raw\forest\2831.jpg,forest
data/raw\mountain\5692.jpg,mountain
data/raw\glacier\13919.jpg,glacier
data/raw\buildings\12068.jpg,buildings
data/raw\buildings\11471.jpg,buildings
data/raw\sea\5884.jpg,sea
data/raw\forest\938.jpg,forest
data/raw\buildings\19996.jpg,buildings
data/raw\street\15898.jpg,street
data/raw\glacier\16712.jpg,glacier
data/raw\sea\3110.jpg,sea
data/raw\sea\5127.jpg,sea
data/raw\street\15592.jpg,street
data/raw\forest\6551.jpg,forest
data/raw\sea\4068.jpg,sea
data/raw\sea\7189.jpg,sea
data/raw\forest\4354.jpg,forest
data/raw\street\8130.jpg,street
data/raw\street\6097.jpg,street
data/raw\glacier\17323.jpg,glacier
data/raw\street\9412.jpg,street
data/raw\street\9275.jpg,street
data/raw\buildings\13741.jpg,buildings
data/raw\mountain\2386.jpg,mountain
data/raw\forest\6866.jpg,forest
data/raw\buildings\14318.jpg,buildings
data/raw\street\5512.jpg,street
data/raw\street\16897.jpg,street
data/raw\street\10085.jpg,street
data/raw\street\10503.jpg,street
data/raw\glacier\17742.jpg,glacier
data/raw\forest\7793.jpg,forest
data/raw\buildings\12934.jpg,buildings
data/raw\buildings\16734.jpg,buildings
data/raw\buildings\19455.jpg,buildings
data/raw\sea\3807.jpg,sea
data/raw\mountain\5216.jpg,mountain
data/raw\street\5618.jpg,street
data/raw\glacier\20028.jpg,glacier
data/raw\sea\3010.jpg,sea
data/raw\glacier\17301.jpg,glacier
data/raw\sea\6481.jpg,sea
data/raw\street\14465.jpg,street
data/raw\forest\7940.jpg,forest
data/raw\street\6160.jpg,street
data/raw\forest\3386.jpg,forest
data/raw\forest\566.jpg,forest
data/raw\buildings\12669.jpg,buildings
data/raw\forest\1145.jpg,forest
data/raw\sea\4270.jpg,sea
data/raw\sea\4250.jpg,sea
data/raw\sea\3749.jpg,sea
data/raw\glacier\19860.jpg,glacier
data/raw\buildings\12063.jpg,buildings
data/raw\forest\6899.jpg,forest
data/raw\glacier\17667.jpg,glacier
data/raw\sea\4645.jpg,sea
data/raw\mountain\3439.jpg,mountain
data/raw\street\16561.jpg,street
data/raw\buildings\13676.jpg,buildings
data/raw\mountain\3733.jpg,mountain
data/raw\street\9049.jpg,street
data/raw\sea\7452.jpg,sea
data/raw\forest\2222.jpg,forest
data/raw\mountain\3977.jpg,mountain
data/raw\mountain\3081.jpg,mountain
data/raw\buildings\19127.jpg,buildings
data/raw\sea\6432.jpg,sea
data/raw\forest\4426.jpg,forest
data/raw\sea\6053.jpg,sea
data/raw\forest\6687.jpg,forest
data/raw\glacier\12224.jpg,glacier
data/raw\sea\5271.jpg,sea
data/raw\forest\3331.jpg,forest
data/raw\forest\583.jpg,forest
data/raw\buildings\18592.jpg,buildings
data/raw\glacier\12025.jpg,glacier
data/raw\street\10632.jpg,street
data/raw\glacier\19404.jpg,glacier
data/raw\mountain\1666.jpg,mountain
data/raw\sea\6634.jpg,sea
data/raw\forest\317.jpg,forest
data/raw\glacier\12173.jpg,glacier
data/raw\buildings\12273.jpg,buildings
data/raw\glacier\14889.jpg,glacier
data/raw\mountain\6813.jpg,mountain
data/raw\mountain\3641.jpg,mountain
data/raw\buildings\15061.jpg,buildings
data/raw\mountain\2219.jpg,mountain
data/raw\street\14880.jpg,street
data/raw\buildings\16753.jpg,buildings
data/raw\street\8981.jpg,street
data/raw\glacier\15751.jpg,glacier
data/raw\buildings\18902.jpg,buildings
data/raw\glacier\17456.jpg,glacier
data/raw\street\15614.jpg,street
data/raw\mountain\1506.jpg,mountain
data/raw\street\17305.jpg,street
data/raw\forest\7949.jpg,forest
data/raw\sea\2214.jpg,sea
data/raw\glacier\18306.jpg,glacier
data/raw\mountain\5895.jpg,mountain
data/raw\sea\5353.jpg,sea
data/raw\glacier\12807.jpg,glacier
data/raw\buildings\13746.jpg,buildings
data/raw\sea\7990.jpg,sea
data/raw\mountain\2423.jpg,mountain
data/raw\forest\925.jpg,forest
data/raw\forest\7479.jpg,forest
data/raw\glacier\19205.jpg,glacier
data/raw\street\14761.jpg,street
data/raw\street\8143.jpg,street
data/raw\forest\8750.jpg,forest
data/raw\forest\7102.jpg,forest
data/raw\mountain\822.jpg,mountain
data/raw\mountain\6452.jpg,mountain
data/raw\mountain\899.jpg,mountain
data/raw\forest\4051.jpg,forest
data/raw\mountain\3568.jpg,mountain
data/raw\forest\7184.jpg,forest
data/raw\mountain\1738.jpg,mountain
data/raw\street\14180.jpg,street
data/raw\forest\5875.jpg,forest
data/raw\sea\5488.jpg,sea
data/raw\mountain\4857.jpg,mountain
data/raw\mountain\2298.jpg,mountain
data/raw\mountain\5398.jpg,mountain
data/raw\forest\545.jpg,forest
data/raw\mountain\3701.jpg,mountain
data/raw\forest\8510.jpg,forest
data/raw\mountain\4644.jpg,mountain
data/raw\glacier\19667.jpg,glacier
data/raw\street\7850.jpg,street
data/raw\street\14607.jpg,street
data/raw\forest\2468.jpg,forest
data/raw\mountain\1799.jpg,mountain
data/raw\buildings\15822.jpg,buildings
data/raw\glacier\17028.jpg,glacier
data/raw\forest\2978.jpg,forest
data/raw\sea\1858.jpg,sea
data/raw\glacier\12035.jpg,glacier
data/raw\street\5797.jpg,street
data/raw\sea\7462.jpg,sea
data/raw\street\5448.jpg,street
data/raw\sea\5123.jpg,sea
data/raw\street\5930.jpg,street
data/raw\street\15799.jpg,street
data/raw\glacier\19272.jpg,glacier
data/raw\glacier\12452.jpg,glacier
data/raw\street\6434.jpg,street
data/raw\forest\6040.jpg,forest
data/raw\forest\98.jpg,forest
data/raw\forest\1720.jpg,forest
data/raw\forest\3058.jpg,forest
data/raw\glacier\15008.jpg,glacier
data/raw\sea\4504.jpg,sea
data/raw\sea\5484.jpg,sea
data/raw\street\10222.jpg,street
data/raw\sea\8306.jpg,sea
data/raw\street\15561.jpg,street
data/raw\glacier\12127.jpg,glacier
data/raw\glacier\19097.jpg,glacier
data/raw\forest\1932.jpg,forest
data/raw\forest\966.jpg,forest
data/raw\forest\6662.jpg,forest
data/raw\glacier\13801.jpg,glacier
data/raw\forest\8338.jpg,forest
data/raw\forest\3613.jpg,forest
data/raw\forest\778.jpg,forest
data/raw\glacier\19498.jpg,glacier
data/raw\forest\4033.jpg,forest
data/raw\glacier\12425.jpg,glacier
data/raw\glacier\16269.jpg,glacier
data/raw\mountain\7247.jpg,mountain
data/raw\sea\5256.jpg,sea
data/raw\mountain\7715.jpg,mountain
data/raw\buildings\15218.jpg,buildings
data/raw\sea\4437.jpg,sea
data/raw\sea\1434.jpg,sea
data/raw\forest\2013.jpg,forest
data/raw\street\7008.jpg,street
data/raw\buildings\19440.jpg,buildings
data/raw\street\16571.jpg,street
data/raw\sea\5397.jpg,sea
data/raw\sea\7931.jpg,sea
data/raw\glacier\14503.jpg,glacier
data/raw\glacier\14782.jpg,glacier
data/raw\glacier\19522.jpg,glacier
data/raw\sea\6384.jpg,sea
data/raw\mountain\6411.jpg,mountain
data/raw\buildings\19713.jpg,buildings
data/raw\buildings\16455.jpg,buildings
data/raw\sea\7040.jpg,sea
data/raw\forest\316.jpg,forest
data/raw\forest\23.jpg,forest
data/raw\forest\8938.jpg,forest
data/raw\sea\2973.jpg,sea
data/raw\glacier\16190.jpg,glacier
data/raw\street\7016.jpg,street
data/raw\buildings\17969.jpg,buildings
data/raw\forest\7378.jpg,forest
data/raw\buildings\17270.jpg,buildings
data/raw\street\9169.jpg,street
data/raw\forest\8674.jpg,forest
data/raw\mountain\3401.jpg,mountain
data/raw\forest\1966.jpg,forest
data/raw\buildings\14014.jpg,buildings
data/raw\forest\4310.jpg,forest
data/raw\sea\5738.jpg,sea
data/raw\buildings\16564.jpg,buildings
data/raw\forest\8394.jpg,forest
data/raw\buildings\14903.jpg,buildings
data/raw\buildings\16339.jpg,buildings
data/raw\street\16720.jpg,street
data/raw\sea\2740.jpg,sea
data/raw\glacier\19879.jpg,glacier
data/raw\buildings\13183.jpg,buildings
data/raw\forest\1369.jpg,forest
data/raw\glacier\16267.jpg,glacier
data/raw\forest\1912.jpg,forest
data/raw\glacier\13427.jpg,glacier
data/raw\mountain\7506.jpg,mountain
data/raw\sea\3804.jpg,sea
data/raw\mountain\2134.jpg,mountain
data/raw\forest\1677.jpg,forest
data/raw\street\10354.jpg,street
data/raw\glacier\13991.jpg,glacier
data/raw\mountain\4704.jpg,mountain
data/raw\sea\300.jpg,sea
data/raw\sea\2148.jpg,sea
data/raw\buildings\13649.jpg,buildings
data/raw\sea\2475.jpg,sea
data/raw\street\15279.jpg,street
data/raw\buildings\17267.jpg,buildings
data/raw\buildings\13234.jpg,buildings
data/raw\mountain\4362.jpg,mountain
data/raw\mountain\6157.jpg,mountain
data/raw\forest\4738.jpg,forest
data/raw\mountain\2762.jpg,mountain
data/raw\forest\678.jpg,forest
data/raw\forest\4530.jpg,forest
data/raw\glacier\15580.jpg,glacier
data/raw\forest\8559.jpg,forest
data/raw\buildings\13961.jpg,buildings
data/raw\street\14219.jpg,street
data/raw\sea\6338.jpg,sea
data/raw\mountain\2543.jpg,mountain
data/raw\buildings\17193.jpg,buildings
data/raw\sea\603.jpg,sea
data/raw\glacier\13644.jpg,glacier
data/raw\sea\3884.jpg,sea
data/raw\mountain\7416.jpg,mountain
data/raw\buildings\14467.jpg,buildings
data/raw\sea\5283.jpg,sea
data/raw\sea\8669.jpg,sea
data/raw\street\7200.jpg,street
data/raw\sea\8239.jpg,sea
data/raw\mountain\7268.jpg,mountain
data/raw\buildings\12982.jpg,buildings
data/raw\glacier\15424.jpg,glacier
data/raw\glacier\19226.jpg,glacier
data/raw\buildings\17302.jpg,buildings
data/raw\sea\5310.jpg,sea
data/raw\sea\666.jpg,sea
data/raw\forest\3737.jpg,forest
data/raw\mountain\5373.jpg,mountain
data/raw\street\10335.jpg,street
data/raw\glacier\16716.jpg,glacier
data/raw\sea\78.jpg,sea
data/raw\buildings\12400.jpg,buildings
data/raw\glacier\12387.jpg,glacier
data/raw\mountain\6695.jpg,mountain
data/raw\street\9879.jpg,street
data/raw\street\7457.jpg,street
data/raw\forest\2599.jpg,forest
data/raw\glacier\17508.jpg,glacier
data/raw\street\7373.jpg,street
data/raw\mountain\3658.jpg,mountain
data/raw\street\5713.jpg,street
data/raw\mountain\3806.jpg,mountain
data/raw\street\14399.jpg,street
data/raw\mountain\2641.jpg,mountain
data/raw\sea\4346.jpg,sea
data/raw\street\5721.jpg,street
data/raw\street\7601.jpg,street
data/raw\street\15174.jpg,street
data/raw\street\15072.jpg,street
data/raw\glacier\11657.jpg,glacier
data/raw\buildings\15641.jpg,buildings
data/raw\glacier\15352.jpg,glacier
data/raw\sea\7225.jpg,sea
data/raw\glacier\14214.jpg,glacier
data/raw\sea\6413.jpg,sea
data/raw\street\6152.jpg,street
data/raw\mountain\574.jpg,mountain
data/raw\street\14368.jpg,street
data/raw\street\17166.jpg,street
data/raw\buildings\18072.jpg,buildings
data/raw\sea\6219.jpg,sea
data/raw\street\10111.jpg,street
data/raw\sea\6312.jpg,sea
data/raw\forest\6578.jpg,forest
data/raw\buildings\14464.jpg,buildings
data/raw\forest\3220.jpg,forest
data/raw\forest\2888.jpg,forest
data/raw\buildings\16483.jpg,buildings
data/raw\buildings\14212.jpg,buildings
data/raw\sea\4529.jpg,sea
data/raw\glacier\15054.jpg,glacier
data/raw\buildings\12223.jpg,buildings
data/raw\forest\3121.jpg,forest
data/raw\buildings\18881.jpg,buildings
data/raw\mountain\58.jpg,mountain
data/raw\mountain\3188.jpg,mountain
data/raw\street\6182.jpg,street
data/raw\glacier\15813.jpg,glacier
data/raw\forest\7812.jpg,forest
data/raw\street\7041.jpg,street
data/raw\buildings\15596.jpg,buildings
data/raw\sea\5506.jpg,sea
data/raw\glacier\15908.jpg,glacier
data/raw\mountain\4964.jpg,mountain
data/raw\mountain\3963.jpg,mountain
data/raw\street\15311.jpg,street
data/raw\street\16804.jpg,street
data/raw\sea\7806.jpg,sea
data/raw\buildings\13590.jpg,buildings
data/raw\sea\2489.jpg,sea
data/raw\street\7487.jpg,street
data/raw\mountain\1661.jpg,mountain
data/raw\sea\2902.jpg,sea
data/raw\glacier\19067.jpg,glacier
data/raw\buildings\16020.jpg,buildings
data/raw\street\9843.jpg,street
data/raw\glacier\15423.jpg,glacier
data/raw\mountain\7248.jpg,mountain
data/raw\sea\6208.jpg,sea
data/raw\sea\2991.jpg,sea
data/raw\glacier\19894.jpg,glacier
data/raw\street\16404.jpg,street
data/raw\mountain\7359.jpg,mountain
data/raw\mountain\5538.jpg,mountain
data/raw\sea\3031.jpg,sea
data/raw\street\14287.jpg,street
data/raw\mountain\1147.jpg,mountain
data/raw\buildings\20017.jpg,buildings
data/raw\forest\6990.jpg,forest
data/raw\mountain\17.jpg,mountain
data/raw\sea\4441.jpg,sea
data/raw\forest\5102.jpg,forest
data/raw\forest\8563.jpg,forest
data/raw\street\15547.jpg,street
data/raw\glacier\16170.jpg,glacier
data/raw\street\15680.jpg,street
data/raw\street\10062.jpg,street
data/raw\buildings\18887.jpg,buildings
data/raw\forest\3811.jpg,forest
data/raw\forest\2849.jpg,forest
data/raw\sea\6388.jpg,sea
data/raw\street\16077.jpg,street
data/raw\forest\3411.jpg,forest
data/raw\glacier\18051.jpg,glacier
data/raw\sea\3333.jpg,sea
data/raw\street\6973.jpg,street
data/raw\mountain\3592.jpg,mountain
data/raw\street\14974.jpg,street
data/raw\forest\3243.jpg,forest
data/raw\mountain\6126.jpg,mountain
data/raw\buildings\15861.jpg,buildings
data/raw\mountain\2609.jpg,mountain
data/raw\forest\277.jpg,forest
data/raw\forest\3863.jpg,forest
data/raw\glacier\13189.jpg,glacier
data/raw\street\7046.jpg,street
data/raw\buildings\14124.jpg,buildings
data/raw\street\8717.jpg,street
data/raw\forest\4900.jpg,forest
data/raw\street\9535.jpg,street
data/raw\sea\4819.jpg,sea
data/raw\glacier\16566.jpg,glacier
data/raw\forest\257.jpg,forest
data/raw\mountain\5877.jpg,mountain
data/raw\mountain\5471.jpg,mountain
data/raw\mountain\2435.jpg,mountain
data/raw\street\7668.jpg,street
data/raw\buildings\11941.jpg,buildings
data/raw\sea\339.jpg,sea
data/raw\street\8528.jpg,street
data/raw\sea\6778.jpg,sea
data/raw\buildings\19446.jpg,buildings
data/raw\sea\4221.jpg,sea
data/raw\mountain\7813.jpg,mountain
data/raw\forest\5547.jpg,forest
data/raw\buildings\16888.jpg,buildings
data/raw\forest\4909.jpg,forest
data/raw\street\9167.jpg,street
data/raw\buildings\14474.jpg,buildings
data/raw\street\16520.jpg,street
data/raw\buildings\19036.jpg,buildings
data/raw\mountain\6664.jpg,mountain
data/raw\glacier\14167.jpg,glacier
data/raw\buildings\19293.jpg,buildings
data/raw\sea\4840.jpg,sea
data/raw\buildings\14707.jpg,buildings
data/raw\forest\3089.jpg,forest
data/raw\mountain\6272.jpg,mountain
data/raw\mountain\1350.jpg,mountain
data/raw\sea\3731.jpg,sea
data/raw\street\15379.jpg,street
data/raw\glacier\13158.jpg,glacier
data/raw\sea\1911.jpg,sea
data/raw\glacier\16705.jpg,glacier
data/raw\sea\5691.jpg,sea
data/raw\mountain\2773.jpg,mountain
data/raw\sea\8616.jpg,sea
data/raw\forest\1770.jpg,forest
data/raw\street\9649.jpg,street
data/raw\mountain\323.jpg,mountain
data/raw\sea\4184.jpg,sea
data/raw\buildings\18938.jpg,buildings
data/raw\buildings\12544.jpg,buildings
data/raw\sea\4112.jpg,sea
data/raw\street\15419.jpg,street
data/raw\street\14227.jpg,street
data/raw\mountain\3234.jpg,mountain
data/raw\sea\3922.jpg,sea
data/raw\buildings\19855.jpg,buildings
data/raw\sea\8214.jpg,sea
data/raw\buildings\19386.jpg,buildings
data/raw\street\15465.jpg,street
data/raw\sea\7706.jpg,sea
data/raw\forest\46.jpg,forest
data/raw\glacier\17044.jpg,glacier
data/raw\street\6838.jpg,street
data/raw\buildings\19089.jpg,buildings
data/raw\glacier\15468.jpg,glacier
data/raw\sea\6171.jpg,sea
data/raw\street\14848.jpg,street
data/raw\mountain\1559.jpg,mountain
data/raw\buildings\18234.jpg,buildings
data/raw\glacier\19505.jpg,glacier
data/raw\forest\8460.jpg,forest
data/raw\street\6356.jpg,street
data/raw\street\6626.jpg,street
data/raw\glacier\15477.jpg,glacier
data/raw\sea\514.jpg,sea
data/raw\sea\8477.jpg,sea
data/raw\mountain\4154.jpg,mountain
data/raw\mountain\4311.jpg,mountain
data/raw\forest\4323.jpg,forest
data/raw\forest\2029.jpg,forest
data/raw\buildings\13258.jpg,buildings
data/raw\forest\5531.jpg,forest
data/raw\street\17106.jpg,street
data/raw\glacier\16259.jpg,glacier
data/raw\mountain\3828.jpg,mountain
data/raw\buildings\15824.jpg,buildings
data/raw\mountain\7421.jpg,mountain
data/raw\glacier\12908.jpg,glacier
data/raw\sea\3066.jpg,sea
data/raw\buildings\17750.jpg,buildings
data/raw\buildings\18676.jpg,buildings
data/raw\buildings\11502.jpg,buildings
data/raw\street\8003.jpg,street
data/raw\sea\6874.jpg,sea
data/raw\street\8747.jpg,street
data/raw\sea\4838.jpg,sea
data/raw\glacier\12660.jpg,glacier
data/raw\street\9609.jpg,street
data/raw\street\6078.jpg,street
data/raw\glacier\14517.jpg,glacier
data/raw\mountain\305.jpg,mountain
data/raw\forest\724.jpg,forest
data/raw\mountain\7073.jpg,mountain
data/raw\street\9352.jpg,street
data/raw\forest\7440.jpg,forest
data/raw\mountain\976.jpg,mountain
data/raw\forest\8856.jpg,forest
data/raw\forest\6294.jpg,forest
data/raw\buildings\17354.jpg,buildings
data/raw\buildings\11620.jpg,buildings
data/raw\buildings\16543.jpg,buildings
data/raw\glacier\12524.jpg,glacier
data/raw\street\15869.jpg,street
data/raw\mountain\537.jpg,mountain
data/raw\buildings\14205.jpg,buildings
data/raw\street\6564.jpg,street
data/raw\buildings\19080.jpg,buildings
data/raw\glacier\11652.jpg,glacier
data/raw\glacier\19183.jpg,glacier
data/raw\sea\3678.jpg,sea
data/raw\glacier\15267.jpg,glacier
data/raw\street\10019.jpg,street
data/raw\mountain\5828.jpg,mountain
data/raw\glacier\13417.jpg,glacier
data/raw\street\15265.jpg,street
data/raw\forest\114.jpg,forest
data/raw\glacier\13706.jpg,glacier
data/raw\sea\1014.jpg,sea
data/raw\buildings\18767.jpg,buildings
data/raw\sea\6736.jpg,sea
data/raw\buildings\16624.jpg,buildings
data/raw\mountain\2142.jpg,mountain
data/raw\glacier\13998.jpg,glacier
data/raw\street\17268.jpg,street
data/raw\forest\2331.jpg,forest
data/raw\glacier\15248.jpg,glacier
data/raw\glacier\13403.jpg,glacier
data/raw\mountain\6034.jpg,mountain
data/raw\buildings\18087.jpg,buildings
data/raw\street\6833.jpg,street
data/raw\buildings\19584.jpg,buildings
data/raw\buildings\16911.jpg,buildings
data/raw\street\16482.jpg,street
data/raw\forest\2257.jpg,forest
data/raw\forest\8183.jpg,forest
data/raw\sea\6301.jpg,sea
data/raw\street\8928.jpg,street
data/raw\sea\7232.jpg,sea
data/raw\glacier\14216.jpg,glacier
data/raw\buildings\18235.jpg,buildings
data/raw\forest\6803.jpg,forest
data/raw\sea\4831.jpg,sea
data/raw\street\6180.jpg,street
data/raw\sea\5338.jpg,sea
data/raw\forest\1430.jpg,forest
data/raw\buildings\17875.jpg,buildings
data/raw\street\17123.jpg,street
data/raw\sea\7927.jpg,sea
data/raw\forest\489.jpg,forest
data/raw\buildings\14857.jpg,buildings
data/raw\mountain\4554.jpg,mountain
data/raw\mountain\4497.jpg,mountain
data/raw\buildings\16183.jpg,buildings
data/raw\mountain\7464.jpg,mountain
data/raw\sea\6791.jpg,sea
data/raw\glacier\18495.jpg,glacier
data/raw\sea\640.jpg,sea
data/raw\street\16195.jpg,street
data/raw\forest\4873.jpg,forest
data/raw\sea\804.jpg,sea
data/raw\buildings\19325.jpg,buildings
data/raw\glacier\15539.jpg,glacier
data/raw\glacier\14740.jpg,glacier
data/raw\glacier\16185.jpg,glacier
data/raw\sea\762.jpg,sea
data/raw\mountain\4970.jpg,mountain
data/raw\buildings\17202.jpg,buildings
data/raw\sea\6565.jpg,sea
data/raw\street\7829.jpg,street
data/raw\mountain\7255.jpg,mountain
data/raw\mountain\5013.jpg,mountain
data/raw\forest\1915.jpg,forest
data/raw\buildings\12500.jpg,buildings
data/raw\mountain\1674.jpg,mountain
data/raw\street\16963.jpg,street
data/raw\sea\2225.jpg,sea
data/raw\mountain\6972.jpg,mountain
data/raw\forest\4515.jpg,forest
data/raw\mountain\5719.jpg,mountain
data/raw\buildings\14649.jpg,buildings
data/raw\glacier\12292.jpg,glacier
data/raw\forest\6618.jpg,forest
data/raw\street\14491.jpg,street
data/raw\forest\5372.jpg,forest
data/raw\glacier\17001.jpg,glacier
data/raw\street\9967.jpg,street
data/raw\sea\1854.jpg,sea
data/raw\street\6344.jpg,street
data/raw\glacier\14087.jpg,glacier
data/raw\mountain\1412.jpg,mountain
data/raw\mountain\369.jpg,mountain
data/raw\forest\409.jpg,forest
data/raw\glacier\14615.jpg,glacier
data/raw\mountain\3599.jpg,mountain
data/raw\street\5624.jpg,street
data/raw\glacier\15084.jpg,glacier
data/raw\sea\2975.jpg,sea
data/raw\glacier\17795.jpg,glacier
data/raw\forest\6035.jpg,forest
data/raw\street\17164.jpg,street
data/raw\glacier\15957.jpg,glacier
data/raw\mountain\397.jpg,mountain
data/raw\sea\97.jpg,sea
data/raw\street\7529.jpg,street
data/raw\mountain\194.jpg,mountain
data/raw\sea\5498.jpg,sea
data/raw\mountain\5040.jpg,mountain
data/raw\glacier\19925.jpg,glacier
data/raw\glacier\18400.jpg,glacier
data/raw\sea\1367.jpg,sea
data/raw\mountain\821.jpg,mountain
data/raw\mountain\4173.jpg,mountain
data/raw\sea\357.jpg,sea
data/raw\street\8434.jpg,street
data/raw\glacier\15780.jpg,glacier
data/raw\glacier\18074.jpg,glacier
data/raw\sea\3933.jpg,sea
data/raw\street\14652.jpg,street
data/raw\sea\2338.jpg,sea
data/raw\street\10633.jpg,street
data/raw\glacier\17131.jpg,glacier
data/raw\forest\7833.jpg,forest
data/raw\forest\2746.jpg,forest
data/raw\glacier\12957.jpg,glacier
data/raw\forest\3654.jpg,forest
data/raw\forest\2091.jpg,forest
data/raw\sea\207.jpg,sea
data/raw\forest\6161.jpg,forest
data/raw\forest\7339.jpg,forest
data/raw\glacier\12365.jpg,glacier
data/raw\glacier\19478.jpg,glacier
data/raw\buildings\19217.jpg,buildings
data/raw\sea\2075.jpg,sea
data/raw\sea\6962.jpg,sea
data/raw\buildings\19016.jpg,buildings
data/raw\forest\4001.jpg,forest
data/raw\mountain\7047.jpg,mountain
data/raw\glacier\17314.jpg,glacier
data/raw\street\10125.jpg,street
data/raw\forest\1106.jpg,forest
data/raw\forest\8389.jpg,forest
data/raw\mountain\177.jpg,mountain
data/raw\glacier\19419.jpg,glacier
data/raw\forest\8906.jpg,forest
data/raw\glacier\11741.jpg,glacier
data/raw\mountain\6172.jpg,mountain
data/raw\sea\2358.jpg,sea
data/raw\glacier\15239.jpg,glacier
data/raw\mountain\7142.jpg,mountain
data/raw\buildings\18312.jpg,buildings
data/raw\sea\87.jpg,sea
data/raw\glacier\18989.jpg,glacier
data/raw\mountain\6852.jpg,mountain
data/raw\forest\8627.jpg,forest
data/raw\forest\2307.jpg,forest
data/raw\buildings\12507.jpg,buildings
data/raw\forest\1989.jpg,forest
data/raw\mountain\3548.jpg,mountain
data/raw\sea\8499.jpg,sea
data/raw\glacier\11736.jpg,glacier
data/raw\street\9184.jpg,street
data/raw\glacier\17616.jpg,glacier
data/raw\glacier\14554.jpg,glacier
data/raw\buildings\13170.jpg,buildings
data/raw\glacier\13198.jpg,glacier
data/raw\buildings\18580.jpg,buildings
data/raw\sea\3376.jpg,sea
data/raw\sea\7052.jpg,sea
data/raw\street\15567.jpg,street
data/raw\buildings\14565.jpg,buildings
data/raw\glacier\15127.jpg,glacier
data/raw\glacier\15103.jpg,glacier
data/raw\glacier\15858.jpg,glacier
data/raw\glacier\17483.jpg,glacier
data/raw\street\14967.jpg,street
data/raw\street\10036.jpg,street
data/raw\street\10313.jpg,street
data/raw\forest\7409.jpg,forest
data/raw\buildings\15344.jpg,buildings
data/raw\glacier\17311.jpg,glacier
data/raw\buildings\17085.jpg,buildings
data/raw\buildings\14246.jpg,buildings
data/raw\buildings\14854.jpg,buildings
data/raw\buildings\13082.jpg,buildings
data/raw\sea\1695.jpg,sea
data/raw\forest\1590.jpg,forest
data/raw\sea\6519.jpg,sea
data/raw\sea\8278.jpg,sea
data/raw\street\15926.jpg,street
data/raw\buildings\13010.jpg,buildings
data/raw\mountain\6821.jpg,mountain
data/raw\forest\4475.jpg,forest
data/raw\street\17078.jpg,street
data/raw\buildings\11731.jpg,buildings
data/raw\glacier\13217.jpg,glacier
data/raw\mountain\6263.jpg,mountain
data/raw\street\7341.jpg,street
data/raw\buildings\14294.jpg,buildings
data/raw\street\7980.jpg,street
data/raw\sea\4700.jpg,sea
data/raw\street\8657.jpg,street
data/raw\mountain\4389.jpg,mountain
data/raw\glacier\12948.jpg,glacier
data/raw\glacier\15024.jpg,glacier
data/raw\sea\613.jpg,sea
data/raw\street\16370.jpg,street
data/raw\buildings\19649.jpg,buildings
data/raw\buildings\16793.jpg,buildings
data/raw\forest\6963.jpg,forest
data/raw\street\9693.jpg,street
data/raw\forest\7874.jpg,forest
data/raw\mountain\1651.jpg,mountain
data/raw\mountain\3050.jpg,mountain
data/raw\mountain\7049.jpg,mountain
data/raw\forest\845.jpg,forest
data/raw\street\6569.jpg,street
data/raw\buildings\15404.jpg,buildings
data/raw\sea\2109.jpg,sea
data/raw\sea\4088.jpg,sea
data/raw\mountain\7351.jpg,mountain
data/raw\buildings\16057.jpg,buildings
data/raw\sea\8509.jpg,sea
data/raw\buildings\15690.jpg,buildings
data/raw\mountain\3994.jpg,mountain
data/raw\buildings\19910.jpg,buildings
data/raw\forest\3100.jpg,forest
data/raw\buildings\13537.jpg,buildings
data/raw\glacier\15446.jpg,glacier
data/raw\buildings\11621.jpg,buildings
data/raw\mountain\1702.jpg,mountain
data/raw\street\7254.jpg,street
data/raw\glacier\13593.jpg,glacier
data/raw\buildings\15699.jpg,buildings
data/raw\sea\2063.jpg,sea
data/raw\forest\7408.jpg,forest
data/raw\buildings\13432.jpg,buildings
data/raw\street\9299.jpg,street
data/raw\street\14667.jpg,street
data/raw\glacier\17096.jpg,glacier
data/raw\sea\7728.jpg,sea
data/raw\street\7618.jpg,street
data/raw\sea\4767.jpg,sea
data/raw\street\9351.jpg,street
data/raw\mountain\3787.jpg,mountain
data/raw\street\16848.jpg,street
data/raw\mountain\4303.jpg,mountain
data/raw\street\5760.jpg,street
data/raw\glacier\17817.jpg,glacier
data/raw\street\6631.jpg,street
data/raw\street\8227.jpg,street
data/raw\glacier\14074.jpg,glacier
data/raw\glacier\14917.jpg,glacier
data/raw\forest\2894.jpg,forest
data/raw\street\14751.jpg,street
data/raw\forest\8295.jpg,forest
data/raw\glacier\18820.jpg,glacier
data/raw\sea\8529.jpg,sea
data/raw\mountain\6278.jpg,mountain
data/raw\buildings\12864.jpg,buildings
data/raw\forest\2092.jpg,forest
data/raw\street\16665.jpg,street
data/raw\buildings\17491.jpg,buildings
data/raw\glacier\17124.jpg,glacier
data/raw\glacier\14515.jpg,glacier
data/raw\glacier\14256.jpg,glacier
data/raw\buildings\19674.jpg,buildings
data/raw\forest\4368.jpg,forest
data/raw\mountain\6465.jpg,mountain
data/raw\sea\7246.jpg,sea
